sas98,idx,n_samples,n_dims_1,n_dims_2
0.0078125,0,256,5,6
0.0078125,0,256,13,6
-0.0234375,0,256,29,6
0.0546875,0,256,61,6
0.0,0,256,125,6
0.0078125,0,256,253,6
0.0078125,0,256,509,6
0.03125,0,256,1021,6
-0.03125,1,256,5,6
0.0078125,1,256,13,6
0.0078125,1,256,29,6
0.0234375,1,256,61,6
-0.015625,1,256,125,6
-0.0390625,1,256,253,6
-0.015625,1,256,509,6
-0.015625,1,256,1021,6
0.03125,2,256,5,6
-0.03125,2,256,13,6
0.015625,2,256,29,6
-0.0078125,2,256,61,6
0.0234375,2,256,125,6
0.015625,2,256,253,6
0.0,2,256,509,6
-0.0078125,2,256,1021,6
-0.0078125,3,256,5,6
0.03125,3,256,13,6
0.015625,3,256,29,6
0.0,3,256,61,6
-0.0234375,3,256,125,6
0.015625,3,256,253,6
0.0234375,3,256,509,6
0.0078125,3,256,1021,6
0.0234375,4,256,5,6
-0.015625,4,256,13,6
-0.03125,4,256,29,6
-0.015625,4,256,61,6
0.0234375,4,256,125,6
0.0,4,256,253,6
-0.015625,4,256,509,6
-0.0234375,4,256,1021,6
0.0078125,5,256,5,6
-0.03125,5,256,13,6
0.015625,5,256,29,6
0.0078125,5,256,61,6
-0.0390625,5,256,125,6
-0.0078125,5,256,253,6
-0.03125,5,256,509,6
0.046875,5,256,1021,6
-0.03125,6,256,5,6
0.0390625,6,256,13,6
0.015625,6,256,29,6
0.0234375,6,256,61,6
-0.015625,6,256,125,6
-0.015625,6,256,253,6
0.0390625,6,256,509,6
-0.015625,6,256,1021,6
-0.0234375,7,256,5,6
-0.0234375,7,256,13,6
0.0078125,7,256,29,6
-0.015625,7,256,61,6
0.015625,7,256,125,6
-0.0078125,7,256,253,6
0.0078125,7,256,509,6
0.0,7,256,1021,6
0.0234375,8,256,5,6
-0.0234375,8,256,13,6
-0.0078125,8,256,29,6
-0.015625,8,256,61,6
-0.015625,8,256,125,6
0.03125,8,256,253,6
-0.046875,8,256,509,6
0.015625,8,256,1021,6
-0.0078125,9,256,5,6
-0.015625,9,256,13,6
-0.078125,9,256,29,6
0.0234375,9,256,61,6
0.015625,9,256,125,6
-0.015625,9,256,253,6
0.03125,9,256,509,6
-0.03125,9,256,1021,6
0.03125,10,256,5,6
0.0703125,10,256,13,6
0.0625,10,256,29,6
-0.0234375,10,256,61,6
0.03125,10,256,125,6
0.015625,10,256,253,6
0.0078125,10,256,509,6
0.015625,10,256,1021,6
0.0,11,256,5,6
-0.0078125,11,256,13,6
-0.0078125,11,256,29,6
0.0234375,11,256,61,6
-0.03125,11,256,125,6
-0.0078125,11,256,253,6
-0.046875,11,256,509,6
0.015625,11,256,1021,6
-0.078125,12,256,5,6
-0.0390625,12,256,13,6
0.0,12,256,29,6
0.0,12,256,61,6
0.0390625,12,256,125,6
0.0,12,256,253,6
0.046875,12,256,509,6
-0.0078125,12,256,1021,6
0.0859375,13,256,5,6
0.03125,13,256,13,6
0.0,13,256,29,6
0.0,13,256,61,6
-0.015625,13,256,125,6
-0.03125,13,256,253,6
0.0,13,256,509,6
0.0078125,13,256,1021,6
-0.0078125,14,256,5,6
-0.0078125,14,256,13,6
0.0,14,256,29,6
-0.03125,14,256,61,6
0.015625,14,256,125,6
0.03125,14,256,253,6
-0.015625,14,256,509,6
-0.0390625,14,256,1021,6
-0.03125,15,256,5,6
0.0078125,15,256,13,6
0.015625,15,256,29,6
0.0234375,15,256,61,6
-0.0078125,15,256,125,6
0.015625,15,256,253,6
0.0078125,15,256,509,6
0.03125,15,256,1021,6
0.03125,16,256,5,6
0.0,16,256,13,6
-0.015625,16,256,29,6
-0.0078125,16,256,61,6
